temp_id,title,pubmed_id,journal,year,url,abstract
600,Characterization of a VHS virus genotype III isolated from rainbow trout (Oncorhychus mykiss) at a marine site on the west coast of Norway.,20102597,Virology journal. Volume: 7 Jan 26 2010,2010,http://www.ncbi.nlm.nih.gov/pubmed/20102597/,"Norwegian production of rainbow trout (Oncorhynchus mykiss) has been without any outbreaks of VHS for many years until the disease emerged in a farm in western Norway in November 2007. The fish were, in addition to VHS virus, positive for gill chlamydia-like bacteria, Flavobacterium psychrophilum, and a microsporidian. A new VHS virus genotype III was isolated from the fish in RTgill-W1 cells and the complete coding region (11,065 nucleotides) was sequenced. This virus was also used in a challenge experiment to see if it could cause any mortality in rainbow trout in sea water."
601,TXNIP is highly regulated in bone biopsies from patients with endogenous Cushing's syndrome and related to bone turnover.,22450549,European journal of endocrinology. Volume: 166 Issue: 6 Jun 2012,2012,http://www.ncbi.nlm.nih.gov/pubmed/22450549/,"Patients with endogenous Cushing's Syndrome (CS), as long-time treated patients with exogenous glucocorticoids (GCs), have severe systemic manifestations including secondary osteoporosis and low-energy fractures. The aim of the present study was to investigate the functional role of TXNIP in bone with focus on osteoblast (OB) differentiation and OB-mediated osteoclast activity and function in vitro."
602,X-Ray induced radiation damage in taurine: a combined X-ray diffraction and Raman study.,17700872,Physical chemistry chemical physics : PCCP. Volume: 9 Issue: 33 Sep 07 2007,2007,http://www.ncbi.nlm.nih.gov/pubmed/17700872/,"The impact of X-radiation on crystalline taurine has been investigated by time resolved synchrotron X-ray powder and single crystal diffraction and Raman spectroscopy. Multiple data sets have been collected at 120 and 296 K. All the observed effects of radiation, i.e. broadening and shifts of Raman and diffraction lines, a dose dependent irreversible increase in the atomic displacement parameters (ADPs) as well as in one of the unit-cell axes, and an apparent enhancement of electron density in the SO(3) group can be tentatively attributed to primary radical formation predominantly involving the SO(3) group. In secondary reactions molecular species that are distinct from taurine are created in minute quantities, thereby introducing local departure from crystalline order, i.e. enhanced static disorder and a build-up of local strain. Our study provides evidence for ascribing the linear increase in ADPs as well as the expansion of the c axis to the accumulation of foreign species in the crystal, and not to a thermal effect. Once initiated, this process appears to continue also without radiation, however, then at a much reduced rate."
603,Effect of freezing and thawing on microbial activity and glyphosate degradation in two Norwegian soils.,16041712,Pest management science. Volume: 61 Issue: 9 Sep 2005,2005,http://www.ncbi.nlm.nih.gov/pubmed/16041712/,"Little research has been done on pesticide dissipation in cold climates and there is a need to focus on the influence of climate on pesticide degradation in soil. Glyphosate, N-(phosphonomethyl)glycine, is a herbicide frequently used for controlling perennial weeds through application after harvest and was used as a model compound for this study. The effect of freeze-thaw activity on the availability of glyphosate in soil, and consequently its mineralization by soil microorganisms, was studied through laboratory incubations of repacked soil cores treated with 14C-labelled glyphosate and subjected to different freeze-thaw treatments. Winter simulation regimes applied were constant thaw (+5 degrees C), constant freezing (-5 degrees C), unstable conditions with short fluctuations (24 h of -5 degrees C followed by 24 h of +5 degrees C), and long duration fluctuations (3 weeks of -5 degrees C followed by 3 weeks of +5 degrees C). Distribution of 14C-glyphosate was followed during the incubation through measurements of the mineralized fraction (14CO2), soil water fraction, KOH extractable fraction, and non-extractable fraction. Microbial parameters used to characterize the soils were estimates of size of microbial biomass, overall microbial activity and microbial diversity. The constant freezing treatment exhibited the lowest amount of glyphosate mineralization. The constant thawed treatment and the treatments with fluctuating temperature exhibited significantly increased mineralization. These results were in accordance with the observed concentration of glyphosate in soil water; the higher the activity, the lower the concentration. The amount of glyphosate extractable with KOH and the resulting non-extractable fraction, however, were not significantly affected by soil type or temperature regime. The glyphosate mineralization pattern was comparable with the overall microbial activity in the soils. Observed different levels of diversity might explain some of the difference in total glyphosate mineralization between soils."
604,White spot syndrome virus VP28 specific double-stranded RNA provides protection through a highly focused siRNA population.,28432348,Scientific reports. Volume: 7 Issue: 1 04 21 2017,2017,http://www.ncbi.nlm.nih.gov/pubmed/28432348/,"Several studies have demonstrated that injection of double-stranded RNAs (dsRNA) homologous to mRNA for the white spot syndrome virus (WSSV) viral protein 28 (VP28) can induce protection in shrimp against WSSV through RNA interference (RNAi). In comparison to shrimp injected with either PBS or a green fluorescent protein (GFP) nonspecific dsRNA, we obtained nearly complete protection against WSSV infection in shrimp injected with VP28 dsRNA. Upregulation of host genes associated with small RNA silencing was measured 48 hours post treatment in groups injected with dsRNA, and although the VP28-treated group remained moderately upregulated after challenge with WSSV, many-fold higher induction was observed in both control groups reflecting the ongoing viral infection. RNA sequencing of VP28-treated shrimp demonstrated a siRNA population dominated by high levels of 22 nt long molecules narrowly targeting the VP28 mRNA both before and after challenge with WSSV. Conversely, while no siRNAs targeting WSSV were detected before challenge, a broad response of 22 nt siRNAs mapping across the entire WSSV genome were found in both control groups after challenge. These results give detailed insight to how dsRNA targeting VP28 function to induce protection against WSSV, by generating a highly focused population of 22 nt long siRNA molecules."
605,Applying aspects of generalizability theory in preliminary validation of the Multifacet Interprofessional Collaboration Model (PINCOM).,19098984,International journal of integrated care. Volume: 8 2008,2008,http://www.ncbi.nlm.nih.gov/pubmed/19098984/,Empirical assessment of the Interprofessional Collaboration (IPC) model within the framework of Generalizability Theory (GT).
606,Biomarkers of exposure to heterocyclic amines: approaches to improve the exposure assessment.,12067575,Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association. Volume: 40 Issue: 8 Aug 2002,2002,http://www.ncbi.nlm.nih.gov/pubmed/12067575/,"Various methods of exposure assessment, such as questionnaires, sometimes combined with pictures of cooked meat, have been employed in investigations on the relationship between heterocyclic amines (HA) and health effects. However, as the content of heterocyclic amines vary greatly with cooking conditions, it is difficult to obtain an accurate estimate of the exposure. To improve the exposure assessment, the use of biomarkers has been investigated. The metabolism of 2-amino-3,8-dimethylimidazo[4,5-f]quinoxaline (MeIQx) and 2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine (PhIP) is well characterised. In humans, the major part of the dose is excreted in urine within 24-48 h following a meal. A few percent is excreted as parent compounds, whereas the major part is metabolites. Urinary level of parent HA reflects only recent exposure. However, the pattern of excreted metabolites might indicate the capacity to activate or detoxify HAs. The excretion of glucuronide conjugates of N-hydroxy-PhIP and N-hydroxy-MeIQx could be a marker for the N-hydroxylation capacity and the dose of the proximate metabolites. Recently, we proposed 5-OH-PhIP as a marker for the ultimate reactive metabolite of PhIP, since it is formed from this compound as a by-product along with the formation of PhIP-DNA adducts. In a search for biomarkers reflecting exposure over some time, blood protein adducts with a longer lifespan have been investigated, and PhIP adducts of serum albumin and haemoglobin from meat-consuming humans were recently reported. Many compounds, like drugs, nicotine and narcotics, bind to melanin in hair and give information on exposure for longer time periods. In mice, PhIP is irreversibly incorporated in a dose-dependent manner into hair, and in humans exposed to an ordinary diet, it was found to vary from <50 to 5000 pg PhIP/g hair. The incorporation is also dependent on the content of eumelanin. The use of PhIP in hair as a biomarker of exposure is promising, but needs validation, using other methods of exposure assessment."
607,In situ localization of Streptococcus pyogenes during acute tonsillitis: an immunocytochemical study with gold markers.,8973728,Acta oto-laryngologica. Volume: 116 Issue: 6 Nov 1996,1996,http://www.ncbi.nlm.nih.gov/pubmed/8973728/,"Epithelial cells were harvested from the surface of the palatine tonsils of seven patients with current acute tonsillitis, proven culture-positive for Streptococcus pyogenes. The epithelial cells harboured attached bacteria, which expressed positive affinity to gold-labelled antiserum to S. pyogenes. The gold particles adhered selectively to the bacterial capsules. The microorganisms were held in place by projections protruding from the epithelial cells, which were in close contact with the pili of the bacteria. In some areas, positive immunogold-labelled bacteria intermingled with bacteria lacking such labelling. None of the culture-negative controls harboured epithelial cells with positive immunogold-labelled bacteria. Orally administered phenoxymethylpenicillin caused a significant reduction in both culture-positive S. pyogenes and bacteria displaying positive coating with specific gold-labelled antiserum to S. pyogenes."
608,Interventions and assessment tools addressing key concepts people need to know to appraise claims about treatment effects: a systematic mapping review.,28034307,Systematic reviews. Volume: 5 Issue: 1 12 29 2016,2016,http://www.ncbi.nlm.nih.gov/pubmed/28034307/,"People's ability to appraise claims about treatment effects is crucial for informed decision-making. Our objective was to systematically map this area of research in order to (a) provide an overview of interventions targeting key concepts that people need to understand to assess treatment claims and (b) to identify assessment tools used to evaluate people's understanding of these concepts. The findings of this review provide a starting point for decisions about which key concepts to address when developing new interventions, and which assessment tools should be considered."
609,Percutaneous Assist Device for Cardiopulmonary Resuscitation.,28582104,Interventional cardiology clinics. Volume: 2 Issue: 3 Jul 2013,2013,http://www.ncbi.nlm.nih.gov/pubmed/28582104/,"Persistent cardiac arrest is often caused by coronary ischemia. Urgent revascularization during on-going resuscitation with the support of percutaneous left ventricular assist devices (PVAD) may be feasible and can have the potential to improve the prognosis. Transport during resuscitation is a challenge that may be overcome with the use of cardiopulmonary resuscitation devices. In the catheterization laboratory, rapid deployment of PVAD may reduce ischemia, contribute to electrical stabilization of the heart, and facilitate definite treatment with percutaneous coronary intervention. After revascularization, PVAD therapy may promote myocardial recovery and improve vital organ perfusion in a critical phase."
610,Risk behavior in Norwegian blood donors.,11778060,Transfusion. Volume: 41 Issue: 12 Dec 2001,2001,http://www.ncbi.nlm.nih.gov/pubmed/11778060/,Blood banks ensure the safety of blood components by testing them for a set of known infectious agents and by careful selection of donors based on a self-administered questionnaire and an interview. The purpose of this study is to describe the risk behavior for sexually transmitted diseases in Norwegian blood donors.
611,Partially wedged beams improve radiotherapy treatment of urinary bladder cancer.,11295202,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology. Volume: 59 Issue: 1 Apr 2001,2001,http://www.ncbi.nlm.nih.gov/pubmed/11295202/,"Partially wedged beams (PWBs) having wedge in one part of the field only, can be shaped using dynamic jaw intensity modulation. The possible clinical benefit of PWBs was tested in treatment plans for muscle-infiltrating bladder cancer."
612,Healthcare Costs of Rotavirus and Other Types of Gastroenteritis in Children in Norway.,26658381,The Pediatric infectious disease journal. Volume: 35 Issue: 4 Apr 2016,2016,http://www.ncbi.nlm.nih.gov/pubmed/26658381/,Norway has initiated a publicly funded rotavirus immunization program for all age-eligible children in 2014. We aimed to estimate the healthcare costs of rotavirus gastroenteritis in children younger than 5 years old.
613,"Is homeopathic 'immunotherapy' effective? A double-blind, placebo-controlled trial with the isopathic remedy Betula 30c for patients with birch pollen allergy.",11055772,The British homoeopathic journal. Volume: 89 Issue: 4 Oct 2000,2000,http://www.ncbi.nlm.nih.gov/pubmed/11055772/,"The objective of the study was to examine the effect of the homeopathic remedy Betula 30c vs. placebo for patients with birch pollen allergy. A double-blind, randomized, placebo-controlled trial was carried out. Tablets were given for 4 weeks during the birch pollen season. The setting was Oslo, Norway, May 1995. Patients were aged between 18 and 50 y; 32 patients received Betula 30c tablets and 34 patients received placebo tablets. The main outcome measure was the total score of 17 different allergy symptoms. Daily total scores were calculated, as well as differences and ratios between the run-in and the following time periods. Point estimates of the median difference between the experimental and placebo groups, with their 95% confidence intervals, were the main measure of effect. No statistically significant difference between the groups was found during the first and last period of May. However, from 8 to 18 May, a clinically interesting difference was revealed between the groups, those receiving Betula 30c having fewer and less serious symptoms. For some days these differences were statistically significant. Surprisingly, this group reported more aggravation from the tablets than did the placebo group. With a statistical power of 70% for a defined clinically interesting difference (25%), the present results indicate that treatment with Betula 30c during the pollen season deserves further attention."
614,Autonomic function in systemic lupus erythematosus.,7841996,Lupus. Volume: 3 Issue: 5 Oct 1994,1994,http://www.ncbi.nlm.nih.gov/pubmed/7841996/,"A controlled study with paired analysis of data was performed in 34 patients with systemic lupus erythematosus (SLE) and 34 age and sex-matched healthy controls. Autonomic function was not affected significantly in SLE patients as judged by standardised cardiovascular tests. Pancreatic polypeptide (PP) response to meal stimulation, which is impaired in parasympathetic failure, was for unknown reasons found to be significantly increased in SLE patients both in unstimulated and stimulated states. Neither cardiovascular nor serological tests could thus reveal significant autonomic dysfunction in SLE. Drugs with cardiovascular effects highly influenced autonomic function and could thus be misinterpreted as autonomic dysfunction caused by SLE itself."
615,Fracture risk and height: an association partly accounted for by cortical porosity of relatively thinner cortices.,23520013,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research. Volume: 28 Issue: 9 Sep 2013,2013,http://www.ncbi.nlm.nih.gov/pubmed/23520013/,"Taller women are at increased risk for fracture despite having wider bones that better tolerate bending. Because wider bones require less material to achieve a given bending strength, we hypothesized that taller women assemble bones with relatively thinner and more porous cortices because excavation of a larger medullary canal may be accompanied by excavation of more intracortical canals. Three-dimensional images of distal tibia, fibula, and radius were obtained in vivo using high-resolution peripheral quantitative computed tomography (HRpQCT) in a twin study of 345 females aged 40 to 61 years, 93 with at least one fracture. Cortical porosity <100 µm as well as >100 µm, and microarchitecture, were quantified using Strax1.0, a new algorithm. Multivariable linear and logistic regression using generalized estimating equation (GEE) methods quantified associations between height and microarchitecture and estimated the associations with fracture risk. Each standard deviation (SD) greater height was associated with a 0.69 SD larger tibia total cross-sectional area (CSA), 0.66 SD larger medullary CSA, 0.50 SD higher medullary CSA/total CSA (i.e., thinner cortices relative to the total CSA due to a proportionally larger medullary area), and 0.42 SD higher porosity (all p < 0.001). Cortical area was 0.45 SD larger in absolute terms but 0.50 SD smaller in relative terms. These observations were confirmed by examining trait correlations in twin pairs. Fracture risk was associated with height, total CSA, medullary CSA/total CSA, and porosity in univariate analyses. In multivariable analyses, distal tibia, medullary CSA/total CSA, and porosity predicted fracture independently; height was no longer significant. Each 1 SD greater porosity was associated with fracture; odds ratios (ORs) and 95% confidence intervals (CIs) are as follows: distal tibia, OR = 1.55 (95% CI, 1.11-2.15); distal fibula, OR = 1.47 (95% CI, 1.14-1.88); and distal radius, OR = 1.22 (95% CI, 0.96-1.55). Taller women assemble wider bones with relatively thinner and more porous cortices predisposing to fracture. "
616,Analysing the outer membrane subproteome of Methylococcus capsulatus (Bath) using proteomics and novel biocomputing tools.,16311759,Archives of microbiology. Volume: 184 Issue: 6 Feb 2006,2006,http://www.ncbi.nlm.nih.gov/pubmed/16311759/,"High-resolution two-dimensional gel electrophoresis and mass spectrometry has been used to identify the outer membrane (OM) subproteome of the Gram-negative bacterium Methylococcus capsulatus (Bath). Twenty-eight unique polypeptide sequences were identified from protein samples enriched in OMs. Only six of these polypeptides had previously been identified. The predictions from novel bioinformatic methods predicting beta-barrel outer membrane proteins (OMPs) and OM lipoproteins were compared to proteins identified experimentally. BOMP ( http://www.bioinfo.no/tools/bomp ) predicted 43 beta-barrel OMPs (1.45%) from the 2,959 annotated open reading frames. This was a lower percentage than predicted from other Gram-negative proteomes (1.8-3%). More than half of the predicted BOMPs in M. capsulatus were annotated as (conserved) hypothetical proteins with significant similarity to very few sequences in Swiss-Prot or TrEMBL. The experimental data and the computer predictions indicated that the protein composition of the M. capsulatus OM subproteome was different from that of other Gram-negative bacteria studied in a similar manner. A new program, Lipo, was developed that can analyse entire predicted proteomes and give a list of recognised lipoproteins categorised according to their lipo-box similarity to known Gram-negative lipoproteins ( http://www.bioinfo.no/tools/lipo ). This report is the first using a proteomics and bioinformatics approach to identify the OM subproteome of an obligate methanotroph."
617,Event related potentials and serial list picture memory in Parkinson's patients.,24487490,Behavioural neurology. Volume: 9 Issue: 2 1996,1996,http://www.ncbi.nlm.nih.gov/pubmed/24487490/,"Two experiments examined short-term memory for order information in six patients diagnosed with Parkinson's disease (PD) and six control subjects while event related potentials (ERPs) were recorded. The subjects were tested for recognition of abstract spatial designs and words after a 5 s retention interval. The PD patients failed to respond in 29% of all trials, but the overall accuracy was similar to that in the control group when these trials were excluded. The corresponding ERP results show serial position variations both after presentation of the probe items, and after presentation of the memory set items. The amplitudes were generally lower at all positions for the PD patients at the parietal midline electrode, and the amplitudes were similar for both groups at the frontal electrode. Also, the ERP latencies were significantly slower for the PD patients than for the control group at all conditions. Indirectly the data are consistent with an interpretation of cognitive deficit in PD stressing attention resources. "
618,The essential dialogue: a Norwegian study of art communication in mental health care.,22801819,Journal of psychosocial nursing and mental health services. Volume: 50 Issue: 8 Aug 2012,2012,http://www.ncbi.nlm.nih.gov/pubmed/22801819/,"This study focuses on how semi-structured art dialogues can be used to communicate with older patients with impaired mental health. The study was conducted on a geropsychiatric ward at a university hospital in Norway. To communicate with the patients via works of art, health professionals used semi-structured art dialogues; data were collected by qualitative methods. The findings are based on verbatim quotations regarding the health professionals' experiences of their communication with the patients. Two main categories were identified: the physical domain and the caring domain. Dialogues about figurative as well as nonfigurative art forms were found to stimulate and evoke memories; for some patients, these dialogues were an essential step in creating well-being as well as more-being."
619,Obstacles to care in first-episode psychosis patients with a long duration of untreated psychosis.,24861169,Early intervention in psychiatry. Volume: 10 Issue: 1 Feb 2016,2016,http://www.ncbi.nlm.nih.gov/pubmed/24861169/,"This qualitative study is a sub-study of the early 'Treatment and Intervention in Psychosis Study' (TIPS-2), a program for early intervention strategies for people experiencing a first episode of psychosis. We aimed to improve knowledge about factors that prevent or delay patients with a long duration of psychosis from accessing psychiatric health-care services at an earlier illness stage and their personal views on the impact of ongoing informational campaigns (ICs) on help-seeking behaviour."
620,Nutrient adequacy and dietary diversity in rural Mali: association and determinants.,15042127,European journal of clinical nutrition. Volume: 58 Issue: 4 Apr 2004,2004,http://www.ncbi.nlm.nih.gov/pubmed/15042127/,"To examine the association between nutrient adequacy and dietary diversity, and to assess and compare the determinants for the two constructs in an adult population in rural Mali."
621,"Associations between seasonal variations in day length (photoperiod), sleep timing, sleep quality and mood: a comparison between Ghana (5°) and Norway (69°).",22074234,Journal of sleep research. Volume: 21 Issue: 2 Apr 2012,2012,http://www.ncbi.nlm.nih.gov/pubmed/22074234/,"The hypothesis of whether day length (photoperiod) is an important zeitgeber (time-giver) for keeping the circadian rhythm entrained to a 24-hour cycle was examined, as was its association with sleep patterns and mood problems. Data were collected prospectively from a site with very large differences in daylight duration across seasons (Tromsø in Norway, 69°39'N) and a site with very small seasonal differences in daylight duration (Ghana in Accra, 5°32'N). Two hundred subjects were recruited from both sites in January. At the follow-up in August, 180 and 150 subjects in Ghana and Norway participated, respectively. Use of a weekly sleep diary indicated low to moderately strong seasonal changes in rise- and bedtime, sleep efficiency and sleep onset latency only in the northern latitude. No seasonal changes in sleep duration or night awakenings were observed. The self-report measures indicated moderate to strong seasonal differences in insomnia and fatigue, and weaker differences in depressed mood in Norway, but small to non-existing seasonal differences in Ghana. Lack of daylight was related to phase-delayed rise- and bedtimes, increased problems falling asleep, daytime fatigue and depressive mood. However, total sleep duration and sleep quality appeared unaffected."
622,Brain asymmetry and human electrodermal conditioning.,2054296,Integrative physiological and behavioral science : the official journal of the Pavlovian Society. Volume: 26 Issue: 1,,http://www.ncbi.nlm.nih.gov/pubmed/2054296/,"Two experiments are reviewed that demonstrate effects of brain laterality on human classical conditioning. Pictures of facial emotional expressions were used as conditioned stimuli (CSs) together with shock as unconditioned stimulus (UCS). Bilateral electrodermal responses were recorded as dependent measures. In the first experiment, one group was conditioned to an angry face, and one group to a happy face. During extinction, the face-CSs were presented to the right hemisphere on half of the trials and to the left hemisphere on the other half of the trials. Results showed that the right hemisphere was superior in showing persisting effects of learning, and especially to the angry CS+. In the second experiment, lateralized presentations of the angry and happy faces were made during acquisition, with foveal presentations during extinction. Once again, the angry face elicited greater skin conductance responses (SCRs) during extinction in the group that had this stimulus presented to the right hemisphere during acquisition. It is concluded that emotional conditioning is differentially regulated by the two hemispheres of the brain."
623,No evidence for the effect of MHC on male mating success in the brown bear.,25470381,PloS one. Volume: 9 Issue: 12 2014,2014,http://www.ncbi.nlm.nih.gov/pubmed/25470381/,"Mate choice is thought to contribute to the maintenance of the spectacularly high polymorphism of the Major Histocompatibility Complex (MHC) genes, along with balancing selection from parasites, but the relative contribution of the former mechanism is debated. Here, we investigated the association between male MHC genotype and mating success in the brown bear. We analysed fragments of sequences coding for the peptide-binding region of the highly polymorphic MHC class I and class II DRB genes, while controlling for genome-wide effects using a panel of 18 microsatellite markers. Male mating success did not depend on the number of alleles shared with the female or amino-acid distance between potential mates at either locus. Furthermore, we found no indication of female mating preferences for MHC similarity being contingent on the number of alleles the females carried. Finally, we found no significant association between the number of MHC alleles a male carried and his mating success. Thus, our results provided no support for the role of mate choice in shaping MHC polymorphism in the brown bear. "
624,"Excitation-contraction uncoupling in the rat diaphragm by 2,3-butanedione monoxime.",8243557,European journal of pharmacology. Volume: 241 Issue: 2-3 Sep 14 1993,1993,http://www.ncbi.nlm.nih.gov/pubmed/8243557/,"2,3-Butanedione monoxime (BDM), 0.5-12.5 mM, inhibited the twitches rapidly and reversibly in the rat diaphragm. A more extensive inhibition at direct than at indirect stimulation, a simultaneous effect on the electromyogram, and an attenuation of the inhibitory effect in preparations made hyperexcitable with Ca(2+)-free solution, myotonia or veratridine, indicated an interference with the gating mechanism of the sarcolemma. The excitation-contraction uncoupling with BDM was additive to the similar effect of dantrolene. A synergistic effect was not found, and neither agent alone nor both in combination caused a complete excitation-contraction uncoupling. Several differences between the effects of BDM and dantrolene were disclosed: Lowering the temperature increased and decreased the effect of BDM and dantrolene, respectively. Tetanic stimulation and high Ca2+ or high K+ antagonized the effect of dantrolene and did not affect the BDM-induced inhibition. Ca(2+)-free solution potentiated the effect of dantrolene and antagonized the effect of BDM. Caffeine and KCl contractures were inhibited by BDM, whereas the propranolol contracture due to Na,K-ATPase inhibition, which is completely inhibited by dantrolene, was unaffected by BDM."
625,Analysis of reabsorbate concentrations in the proximal tubules of dog kidneys during osmotic diuresis.,2515750,Acta physiologica Scandinavica. Volume: 137 Issue: 2 Oct 1989,1989,http://www.ncbi.nlm.nih.gov/pubmed/2515750/,"To examine to what extent the reabsorbate concentrations, calculated as the flux ratios between solutes and water, represent the fluid composition in the lateral intercellular space (LIS) in the proximal tubules, reabsorption was stimulated by elevating PCO2 from 5 to 13 kPa before and during infusion of mannitol to a plasma concentration of 70 mM in volume-expanded dogs receiving ethacrynic acid. The reabsorbate concentration of NaHCO3 increased by 50 mM during mannitol infusion. The real concentration of NaHCO3 in LIS could not, however, be elevated by this amount, since the driving forces for fluid reabsorption then would have increased during osmotic diuresis due to diffusion of mannitol into LIS from plasma. A model analysis of diffusion in LIS showed that transcellular transport can only lead to trivial increases of LIS concentrations compared to plasma, whereas diffusion across tight junctions can increase LIS concentrations by several mM. NaCl diffusion and coupled transcellular water transport may therefore represent a significant contribution to total bicarbonate-dependent NaCl and water reabsorption in the proximal tubules."
626,Exercise training for a time-poor generation: enhanced skeletal muscle mitochondrial biogenesis.,20516347,The Journal of physiology. Volume: 588 Issue: Pt 11 Jun 01 2010,2010,http://www.ncbi.nlm.nih.gov/pubmed/20516347/,
627,Revival of the VEGF ligand family?,30137575,Neuro-oncology. Volume: 20 Issue: 11 Oct 09 2018,2018,http://www.ncbi.nlm.nih.gov/pubmed/30137575/,
628,Higher pulse pressure/stroke volume index is associated with impaired outcome in hypertensive patients with left ventricular hypertrophy the LIFE study.,27710139,Blood pressure. Volume: 26 Issue: 3 Jun 2017,2017,http://www.ncbi.nlm.nih.gov/pubmed/27710139/,"We tested the prognostic impact of a marker of arterial stiffness, pulse pressure/stroke volume index (PP/SVi), in patients with hypertension and left ventricular (LV) hypertrophy. We used data from 866 patients randomized to losartan or atenolol-based antihypertensive treatment, over a median of 4.8 years, in the Losartan Intervention For Endpoint reduction in hypertension (LIFE) study. The association of PP/SVi with outcomes was tested in Cox regression analyses and reported as hazard ratio (HR) and 95% confidence intervals (CI). In multivariate regression, reduction of PP/SVi was independently associated with male gender, reduction in systolic blood pressure (BP) and relative wall thickness and with an increase in left ventricular ejection fraction (all p < .05). After adjusting for confounders, higher baseline PP/SVi predicted a 38% higher hazard of combined major fatal and non-fatal cardiovascular events (95% CI 1.04-1.84), and higher hazard of cardiovascular mortality (HR 2.35 (95% CI 1.59-3.48) and stroke (HR 1.45 (95% CI 1.06-1.99) (all p < .05). Higher PP/SVi also predicts higher rate of hospitalization for HF (HR 2.15 (95% CI 1.48-3.12) and a 52% higher hazard of all-cause mortality (95% CI 1.10-2.09) (both p < .05). In hypertensive patients with electrocardiographic LV hypertrophy, higher PP/SVi was associated with increased cardiovascular morbidity and mortality."
629,Circulating markers of gut barrier function associated with disease severity in primary sclerosing cholangitis.,30269440,Liver international : official journal of the International Association for the Study of the Liver. Volume: 39 Issue: 2 Feb 2019,2019,http://www.ncbi.nlm.nih.gov/pubmed/30269440/,One important hypothesis in primary sclerosing cholangitis pathophysiology suggests that bacterial products from an inflamed leaky gut lead to biliary inflammation. We aimed to investigate whether circulating markers of bacterial translocation were associated with survival in a Norwegian primary sclerosing cholangitis cohort.
630,VX680 binding in Aurora A: π-π interactions involving the conserved aromatic amino acid of the flexible glycine-rich loop.,21306143,The journal of physical chemistry. A. Volume: 115 Issue: 16 Apr 28 2011,2011,http://www.ncbi.nlm.nih.gov/pubmed/21306143/,"The regulation of protein kinases requires flexibility, especially near the ATP binding site. The cancer drug target Aurora A is inhibited by the ATP site inhibitor VX680, and published crystal structures show two distinct conformations. In one, a refolded glycine-rich loop creates a stacked π-π interaction between the conserved aromatic residue of the glycine-rich loop hairpin turn (F144) and the inhibitor. This refolding, associated with binding to a peptide derived from the cofactor TPX2, is absent in the other structure. We use surface plasmon resonance to measure VX680 binding to native and mutant F144A Aurora A kinase domains, with and without the TPX2 peptide. Results show that the F144 aromatic side chain contributes 2 kcal/mol to the VX680 binding energy, independent of the TPX2 peptide. This indicates that distinct VX680 bound conformations of Aurora A cannot be simply correlated with TPX2 binding and that Aurora A retains flexibility when inhibitor-bound. Molecular dynamics simulations show that alternate geometries for the π-π interactions are feasible in the absence of the rigidifying packing interactions seen in the crystal lattice."
631,The significance of meaningful and enjoyable activities for nursing home resident's experiences of dignity.,27910119,Scandinavian journal of caring sciences. Volume: 31 Issue: 4 Dec 2017,2017,http://www.ncbi.nlm.nih.gov/pubmed/27910119/,Living in a nursing home may be challenging to the residents' experience of dignity. Residents' perception of how their dignity is respected in everyday care is important.
632,Artificial Polymeric Scaffolds as Extracellular Matrix Substitutes for Autologous Conjunctival Goblet Cell Expansion.,27832279,Investigative ophthalmology & visual science. Volume: 57 Issue: 14 Nov 01 2016,2016,http://www.ncbi.nlm.nih.gov/pubmed/27832279/,We fabricated and investigated polymeric scaffolds that can substitute for the conjunctival extracellular matrix to provide a substrate for autologous expansion of human conjunctival goblet cells in culture.
633,[Do physicians experience spousal support in their medical career?].,14508560,"Tidsskrift for den Norske laegeforening : tidsskrift for praktisk medicin, ny raekke. Volume: 123 Issue: 16 Aug 28 2003",2003,http://www.ncbi.nlm.nih.gov/pubmed/14508560/,"The professional life of physicians is characterised by long working days and pressure for efficiency. Family life represents an arena for developing other aspects of life. It is not well known to what extent physicians' spouses are supportive of the physician's total situation, or how gender, age, family or professional aspects influence this perception."
634,UDCA exerts beneficial effect on mitochondrial dysfunction in LRRK2(G2019S) carriers and in vivo.,26253449,Neurology. Volume: 85 Issue: 10 Sep 08 2015,2015,http://www.ncbi.nlm.nih.gov/pubmed/26253449/,"To further characterize mitochondrial dysfunction in LRRK2(G2019S) mutant Parkinson disease (PD) patient tissue (M-LRRK2(G2019S)), determine whether ursodeoxycholic acid (UDCA) also exerts a beneficial effect on mitochondrial dysfunction in nonmanifesting LRRK2(G2019S) mutation carriers (NM-LRRK2(G2019S)), and assess UDCA for its beneficial effect on neuronal dysfunction in vivo."
